"MM33"	"MM42"	"MM23"	"MM41"	"MM32"	"MM39"	"MM9"	"MM38"	"MM6"	"MM3"	"MM14"	"MM15"	"MM13"	"MM24"	"MM4"	"MM40"	"MM19"	"MM20"	"MM28"	"MM25"	"MM17"	"MM1"	"MM35"	"MM26"	"MM16"	"MM29"	"MM10"	"MM7"	"MM21"	"MM2"	"MM5"	"MM18"	"MM8"	"MM34"	"MM22"	"MM31"	"MM27"	"MM37"	"MM30"	"MM11"	"MM36"	"MM12"	"MM45"	"MM43"	"MM44"
"247331"	45	34	21	41	53	3	16	34	24	39	27	24	17	21	22	40	24	21	22	41	37	51	0	17	15	27	38	15	28	22	46	30	35	27	16	1	26	0	36	8	1	28	5	1	1
"1094433"	5	11	6	5	10	0	11	13	3	8	5	4	12	12	11	17	12	6	13	7	6	16	0	8	9	16	13	0	6	9	14	12	8	1	12	1	6	0	13	8	0	4	0	0	0
"214128"	15	17	12	13	7	1	12	5	12	17	10	30	20	16	22	21	13	14	11	21	11	17	0	27	4	5	12	7	13	19	28	18	15	12	20	2	11	0	22	9	1	12	5	0	0
"204862"	8	13	6	9	8	0	7	7	3	10	10	5	9	6	14	5	5	4	13	2	9	8	1	2	5	6	9	3	6	3	12	6	6	3	4	0	4	0	6	3	1	8	0	0	0
"568461"	51	81	44	55	43	0	29	43	33	39	51	37	42	42	63	43	45	45	33	44	28	72	2	40	34	27	44	24	16	36	68	67	46	33	33	1	39	0	52	33	0	37	10	1	2
"1122633"	6	2	6	1	4	0	1	3	3	1	0	4	1	2	5	0	4	2	5	3	1	3	0	4	1	2	0	1	1	2	2	2	5	2	4	1	0	0	2	1	0	0	0	0	0
"368027"	4	4	1	3	6	0	2	2	3	5	2	3	1	1	2	6	0	0	2	1	1	2	0	1	1	5	3	0	4	6	3	2	2	1	4	0	1	0	0	1	0	1	0	0	0
"225485"	11	3	2	3	12	0	2	1	1	3	0	1	5	1	3	1	4	4	5	0	3	4	0	2	5	5	4	0	1	8	5	4	6	5	1	1	4	0	3	1	0	3	0	0	0
"4310013"	2	4	6	4	2	0	1	0	3	6	2	9	17	2	4	2	7	5	7	8	3	9	1	3	4	1	7	1	4	7	8	3	8	4	6	3	8	1	3	2	0	2	0	0	0
"4327554"	11	1	6	2	5	0	2	9	4	6	4	2	2	6	3	3	4	2	6	6	7	7	0	0	5	4	9	1	1	9	5	4	4	8	1	1	4	0	0	1	0	4	0	0	0
"936318"	22	22	12	16	15	5	3	20	10	16	13	11	18	20	9	13	15	15	6	7	9	11	0	7	3	4	17	3	3	9	14	13	6	9	5	1	10	1	9	4	1	6	2	0	2
"208423"	0	5	1	0	0	0	2	2	0	3	0	2	1	0	0	3	2	1	1	0	0	4	0	0	0	0	5	1	0	0	1	0	3	2	1	0	1	0	0	0	0	0	1	0	0
"755123"	10	20	3	9	1	1	2	9	3	3	5	6	0	3	9	3	4	6	2	6	3	16	1	1	4	6	4	0	2	8	13	4	8	5	7	0	4	0	4	0	0	7	0	4	0
"4344786"	17	18	11	13	9	1	5	16	5	10	17	10	18	5	12	7	13	5	6	7	1	20	1	7	13	10	14	13	4	11	30	6	3	8	5	8	3	0	8	7	3	10	6	1	0
"1054879"	0	1	1	2	3	0	2	1	1	1	1	1	0	1	0	2	1	0	0	1	0	1	0	0	1	0	1	2	0	3	7	1	0	0	0	0	3	2	0	1	0	0	0	0	0
"123077"	2	0	3	1	3	0	1	0	0	2	0	1	1	1	1	0	1	3	0	0	3	0	0	1	0	3	0	1	1	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
"816291"	17	12	8	9	16	1	5	5	3	9	7	19	8	6	7	11	10	9	4	8	4	15	2	5	9	7	9	5	5	7	17	10	12	15	7	4	9	1	3	2	0	11	1	1	0
"219818"	6	6	1	10	2	0	0	3	5	2	1	3	2	2	3	6	0	0	2	3	0	6	1	3	0	3	3	3	1	4	4	4	2	1	3	1	3	0	3	0	0	0	0	3	1
"200046"	1	5	3	7	5	0	2	4	4	7	3	4	4	1	5	3	5	5	0	1	6	3	0	3	4	2	4	5	4	4	5	1	8	3	1	0	4	1	3	2	0	0	1	1	0
"4464810"	26	20	18	30	24	5	11	8	13	27	8	12	17	11	14	26	10	14	11	12	10	16	0	12	7	15	13	15	16	23	24	11	10	21	7	7	9	2	10	6	0	2	10	0	5
"1143223"	33	38	27	48	34	4	22	24	19	38	18	39	24	31	27	35	39	24	30	28	40	68	1	14	25	19	28	17	22	41	52	40	25	38	29	9	27	6	35	11	2	28	8	2	3
"1000512"	2	5	0	11	1	0	0	7	2	5	0	2	0	2	3	5	1	0	2	1	1	4	1	1	1	0	2	1	1	0	2	1	1	4	1	1	1	0	2	1	1	2	0	0	0
"257531"	4	2	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0
"957360"	12	13	7	7	20	1	2	8	4	9	4	18	8	8	4	2	12	2	6	7	2	6	1	8	5	3	5	1	5	8	10	15	10	5	2	0	7	1	8	3	0	9	3	0	0
"564610"	9	6	9	18	8	1	4	5	6	6	0	10	7	11	11	6	9	6	4	7	1	11	0	7	4	9	11	3	6	6	9	10	11	15	15	4	6	2	4	4	0	5	4	0	0
"666967"	0	3	4	2	7	0	3	9	8	4	3	7	5	4	3	3	5	2	4	3	4	2	0	2	3	5	3	4	5	4	7	5	2	4	4	0	1	1	7	0	0	0	3	1	0
"989766"	4	2	5	13	8	0	3	2	5	7	5	3	5	4	4	3	1	4	7	2	12	10	1	8	3	2	5	0	3	2	10	2	0	2	3	1	1	0	4	2	0	1	0	2	0
"625508"	6	9	7	12	10	0	2	8	5	7	10	8	9	5	10	6	8	10	2	8	3	8	0	4	3	2	17	6	5	6	5	4	8	13	10	1	7	0	15	5	0	4	1	0	2
"3603301"	4	6	4	2	5	0	0	3	2	4	0	4	3	8	0	0	1	1	1	1	5	3	0	0	3	0	1	1	1	4	2	6	5	2	1	2	3	0	1	0	0	4	0	1	1
"206038"	0	1	0	2	5	0	2	0	0	0	0	1	0	0	2	3	0	0	2	0	3	4	1	0	0	2	1	2	3	1	3	4	2	2	0	1	0	3	1	0	0	0	1	1	0
"203418"	5	10	1	3	2	6	3	6	2	2	2	4	2	1	6	9	2	0	1	4	4	9	5	1	2	0	6	3	4	7	3	1	3	6	1	8	2	0	2	1	0	0	2	7	4
"1119031"	2	6	0	2	1	0	1	4	1	2	0	2	0	2	0	1	1	3	0	4	1	0	1	2	1	1	1	5	2	3	3	5	0	0	0	3	0	4	2	2	2	0	0	4	0
"873887"	16	22	7	23	11	5	5	9	6	36	8	17	9	4	25	9	5	5	3	4	4	12	21	9	4	4	10	6	5	17	17	14	7	11	8	12	3	11	1	5	9	8	3	16	3
"112045"	6	11	4	8	4	1	1	1	3	8	1	0	3	0	5	4	3	3	4	0	4	5	3	4	2	2	8	5	7	4	9	5	2	6	0	5	2	3	1	3	4	2	2	5	0
"1129425"	13	23	12	27	20	6	6	8	17	41	15	17	8	13	18	6	16	9	14	20	22	22	20	10	6	8	13	11	7	27	28	31	13	19	11	18	13	6	14	7	0	12	6	26	2
"4331731"	4	4	2	3	1	1	2	6	2	1	1	0	1	2	1	0	0	0	0	1	0	4	2	0	0	0	6	1	0	1	7	0	0	2	1	1	2	3	0	0	1	0	1	2	2
"199919"	32	39	33	32	37	10	47	16	10	43	39	31	30	33	24	20	45	20	26	40	20	62	14	25	28	23	54	25	33	31	33	56	43	33	39	13	31	5	74	21	4	26	3	23	3
"895465"	8	9	9	12	2	1	3	18	10	7	14	4	5	5	4	13	1	2	5	1	4	8	2	2	2	1	6	8	3	3	10	2	8	4	4	0	2	2	2	2	3	2	2	4	0
"111050"	3	2	0	3	1	0	0	0	0	4	1	0	3	2	5	1	2	0	0	2	0	7	0	2	0	2	2	4	1	4	4	1	1	1	1	0	2	0	3	0	1	0	0	0	0
"1060353"	2	22	5	3	13	3	3	21	1	16	14	5	2	5	14	31	8	12	6	6	2	19	1	12	4	4	22	9	6	6	11	1	2	5	5	5	7	2	8	3	3	1	11	5	6
"729697"	4	4	5	3	6	3	3	6	4	4	7	4	0	11	3	7	1	1	4	5	4	7	3	5	0	0	3	6	2	8	3	8	9	8	10	4	4	1	3	0	2	4	6	2	0
"4371107"	2	0	3	0	1	0	0	0	1	3	1	0	1	0	3	11	1	1	3	1	0	2	0	0	0	2	0	0	2	2	1	0	0	0	1	0	3	0	0	1	0	0	1	2	1
"904196"	4	13	4	8	5	2	3	4	6	9	2	0	6	2	2	3	3	2	3	2	1	14	0	2	3	5	3	6	3	14	8	3	3	6	3	2	4	5	2	0	2	2	4	3	2
"1108925"	2	4	0	0	2	1	2	0	3	0	2	0	0	3	0	0	0	5	0	1	0	2	6	0	0	3	2	1	4	2	2	3	0	8	1	4	1	5	1	1	1	1	0	6	0
"927367"	0	0	0	2	0	0	0	2	0	0	0	2	2	0	2	0	0	0	0	0	1	1	1	3	0	1	1	7	2	1	4	1	2	0	1	2	1	0	2	1	0	0	0	0	0
"1044581"	6	7	2	6	5	2	4	5	4	4	3	0	4	2	1	4	2	3	1	2	2	7	5	3	1	2	4	3	7	6	7	5	5	4	0	5	1	0	1	0	2	0	2	6	0
"594023"	2	10	8	8	3	0	5	8	4	4	0	2	1	3	5	16	5	7	0	2	3	12	5	6	0	1	9	5	0	6	10	5	6	8	3	4	5	0	5	1	4	2	3	6	0
"1046395"	0	0	1	0	0	0	0	0	0	0	0	5	1	3	7	0	2	0	0	2	4	1	0	20	0	0	3	2	3	1	4	10	3	0	1	0	14	0	8	0	0	3	0	0	0
"4360923"	0	0	0	0	0	0	0	0	0	2	0	4	0	8	6	0	4	0	1	6	2	0	1	7	1	0	0	1	4	4	2	7	4	0	0	0	7	2	1	0	1	3	0	0	0
"857566"	4	14	13	10	3	7	2	18	12	10	8	4	6	4	10	12	2	2	6	4	2	8	4	3	6	6	13	7	1	4	9	8	5	8	3	6	1	2	2	5	4	4	1	8	1
"152130"	1	3	3	3	1	1	2	0	2	2	0	1	0	2	2	3	0	4	2	1	0	2	0	0	1	0	3	1	2	1	2	1	0	2	0	3	0	1	0	2	0	3	2	4	0
"4419473"	1	1	4	1	1	1	1	4	1	5	0	0	1	1	1	6	0	0	0	0	1	1	0	1	0	0	0	1	0	2	2	0	0	1	1	1	1	1	0	0	0	0	2	3	7
"940348"	6	22	7	6	7	5	3	11	5	11	6	2	2	3	5	6	5	5	1	9	4	6	2	6	0	2	8	2	5	4	8	6	7	12	2	4	6	9	5	0	7	3	8	11	4
"994823"	14	19	4	5	9	0	1	5	8	22	7	4	7	8	14	3	5	9	4	5	2	18	9	11	2	7	16	7	6	11	18	7	8	21	10	36	4	1	8	6	1	6	4	23	3
"4426289"	5	5	2	3	2	0	6	2	1	2	1	0	5	3	3	4	9	2	4	9	1	4	0	8	1	1	9	7	7	9	8	6	1	0	2	0	6	0	5	3	0	9	5	1	0
"876717"	15	24	7	14	12	1	4	42	8	27	14	14	6	10	15	27	9	5	4	9	10	26	2	12	2	12	18	10	6	11	28	13	10	12	13	6	8	5	14	6	2	13	7	16	6
"452924"	0	4	2	0	5	0	3	2	0	2	1	2	0	7	4	1	3	1	1	3	2	2	0	2	0	1	7	0	2	2	8	1	2	2	1	0	2	0	4	0	1	4	1	0	0
"238280"	26	38	17	59	15	3	17	36	20	25	28	13	12	7	25	41	8	17	10	19	12	42	5	23	4	7	32	18	8	33	40	10	18	18	9	7	12	6	13	14	2	17	22	13	5
"965853"	77	65	60	42	74	6	30	31	37	40	12	35	54	48	32	21	31	37	35	75	44	61	9	49	33	35	68	11	52	81	73	62	31	52	28	15	44	4	35	21	5	39	10	11	0
"1079393"	42	21	26	19	26	3	9	6	15	14	6	37	31	29	22	15	22	17	30	26	24	31	1	28	19	33	31	7	30	21	15	49	13	27	32	5	18	1	48	21	2	22	5	6	2
"285591"	7	15	9	2	14	1	9	0	1	3	2	19	6	18	4	9	10	11	5	10	13	7	1	20	4	5	30	2	17	4	20	44	12	11	10	3	14	1	27	5	0	15	0	1	0
"512148"	20	4	14	8	17	0	1	1	9	11	4	10	17	20	11	5	29	6	17	15	15	14	1	26	13	19	15	2	22	3	12	24	7	12	12	0	11	0	22	12	0	5	16	1	1
"296086"	1	3	1	14	1	0	3	3	1	2	2	0	2	0	1	4	2	1	1	0	0	0	0	1	1	3	1	1	0	4	1	1	0	1	0	1	5	1	1	0	1	4	0	0	0
"946860"	5	10	2	6	7	0	3	6	3	4	2	3	0	1	6	3	0	0	5	3	2	5	0	2	0	2	5	8	0	5	5	3	2	7	1	4	1	0	3	1	1	0	4	2	1
"794417"	1	2	1	3	0	1	0	0	0	5	0	0	1	0	1	0	2	0	0	1	1	3	1	0	0	3	0	1	0	3	3	1	0	3	0	2	0	0	1	0	0	0	3	4	1
"207283"	0	5	1	15	6	0	1	7	3	6	6	3	0	1	3	8	3	2	3	3	3	8	2	2	1	1	6	9	2	3	7	10	4	5	4	10	4	3	2	3	2	3	3	2	4
"968261"	7	7	3	10	3	4	0	4	5	5	6	2	2	2	4	1	0	2	4	0	4	5	0	3	1	4	8	6	3	8	6	4	0	6	4	7	2	3	0	2	2	4	11	1	0
"4479035"	0	6	0	3	1	0	0	1	3	3	2	0	5	0	0	0	0	3	0	0	0	2	0	0	1	0	2	2	0	1	3	1	0	3	0	3	0	2	0	0	0	0	1	1	0
"876066"	6	9	1	2	2	8	1	2	4	1	2	1	2	4	2	9	2	2	0	0	2	3	6	0	3	2	3	5	0	0	2	0	0	12	2	6	2	5	1	3	3	0	4	4	1
"960217"	2	2	1	11	3	5	0	7	2	0	3	6	0	0	0	6	1	6	1	2	2	2	6	1	2	1	1	2	0	3	1	0	1	6	0	10	0	4	0	0	8	1	5	8	5
"1091225"	1	4	4	2	3	0	2	4	2	4	1	0	2	2	2	9	0	1	4	1	1	3	4	0	1	0	4	3	0	1	4	4	1	9	2	1	1	5	0	1	5	4	1	0	5
"240715"	9	23	8	13	15	2	7	14	12	19	12	12	5	4	16	10	5	12	11	6	4	9	13	9	6	2	13	12	11	19	21	12	6	9	5	9	7	6	3	8	12	7	11	19	2
"4465496"	3	4	1	1	0	0	0	1	0	2	0	0	1	1	0	2	1	0	4	2	1	1	4	0	2	0	0	0	0	2	1	2	0	0	0	6	0	1	0	0	0	0	0	1	0
"223743"	2	9	3	6	2	1	1	10	1	7	6	1	2	6	3	11	0	1	0	5	0	6	0	4	0	2	3	11	2	5	5	3	2	2	1	8	3	2	10	0	3	5	5	2	1
"217880"	11	18	15	17	4	2	4	12	11	16	3	5	4	10	15	12	14	3	6	12	4	14	4	11	6	0	17	6	15	8	28	22	10	2	7	4	13	4	8	4	4	4	7	6	0
"217548"	2	0	0	2	3	0	0	5	1	1	0	5	0	0	0	0	0	3	1	0	0	3	0	0	1	0	3	1	1	0	2	0	4	0	0	2	0	0	1	0	1	0	4	3	2
"4441015"	1	0	1	2	4	0	1	0	1	2	0	1	5	2	2	0	2	0	1	2	0	2	4	4	2	2	0	1	2	5	1	2	2	0	0	3	7	1	0	3	2	0	1	2	0
"209886"	13	10	11	10	7	6	28	7	17	29	16	15	20	14	20	14	14	13	12	31	16	47	1	14	25	42	13	10	11	46	35	11	12	4	12	8	16	0	16	15	2	22	8	1	0
"2661155"	6	8	5	15	5	13	1	10	17	8	17	0	1	4	7	11	9	4	2	3	4	4	24	1	3	8	1	21	3	11	5	0	3	13	4	33	2	5	7	1	8	7	5	8	2
"223465"	2	7	4	4	3	4	2	1	4	1	6	0	0	1	1	1	1	0	2	0	1	1	18	0	1	1	1	3	1	3	1	0	0	1	0	4	0	7	0	1	3	0	2	7	3
"1021365"	2	16	11	5	2	35	10	15	39	22	33	6	5	2	20	39	5	9	22	0	10	27	10	2	16	7	6	109	0	28	18	3	1	8	1	45	2	12	5	44	31	13	18	16	7
"4416963"	1	0	2	0	0	0	2	1	2	2	1	0	1	1	0	0	0	6	0	0	2	1	0	3	0	0	1	9	0	3	0	0	0	1	1	3	0	1	0	3	2	0	0	0	0
"790527"	3	4	1	0	1	5	1	4	2	0	15	2	0	0	0	0	0	2	0	1	0	0	5	0	1	0	1	2	0	1	0	0	0	0	0	12	0	1	0	0	5	0	1	4	0
"137180"	1	0	19	1	2	0	18	2	31	32	27	36	59	26	88	5	115	31	24	134	22	92	3	243	54	157	43	58	44	33	124	48	65	2	108	2	93	0	207	27	2	98	2	0	0
"1106411"	0	0	0	0	0	0	3	0	0	3	1	0	3	0	0	0	1	2	0	1	0	3	0	2	1	2	1	0	3	2	4	5	1	0	1	0	4	0	2	0	0	0	0	0	0
"807594"	0	0	4	0	0	0	2	0	3	4	3	0	5	4	3	0	1	2	4	1	2	10	0	3	11	10	5	8	0	3	2	2	2	2	11	0	3	0	23	8	1	11	0	0	0
"1118192"	0	2	5	0	0	0	1	0	0	1	5	0	1	0	1	0	0	1	7	1	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0
"221405"	0	0	0	0	0	0	0	0	0	2	13	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	12	0	1	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0
"939418"	1	0	6	2	9	1	4	0	0	0	0	7	3	0	1	0	0	2	8	0	4	3	8	0	0	0	0	0	1	4	0	3	7	3	4	0	0	0	1	3	0	0	0	0	0
"4414872"	5	3	11	0	2	4	1	4	2	2	1	9	6	4	5	1	2	10	7	1	2	0	2	1	2	3	4	0	0	3	1	1	4	3	5	1	1	6	6	3	2	3	0	0	13
"217700"	0	0	5	0	0	0	0	0	0	0	1	2	4	2	1	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0	0	1	1	0	3	0	0	0
"4417311"	0	1	3	3	0	1	1	0	0	0	2	2	0	1	1	1	0	2	2	1	1	1	0	1	1	1	0	1	0	3	2	1	3	1	1	0	0	0	2	5	0	1	0	0	0
"1068363"	11	7	52	1	0	0	81	4	168	106	9	15	138	14	33	0	58	166	44	49	121	0	1	107	237	61	132	46	60	26	85	94	72	4	37	2	37	0	35	331	0	186	0	0	2
"550218"	0	0	1	1	0	1	1	3	0	4	60	0	0	0	1	3	0	6	2	1	0	1	0	0	0	4	1	18	0	5	5	0	0	0	0	0	0	0	1	1	2	0	0	0	0
"206390"	5	0	2	0	13	0	0	0	0	0	0	19	15	5	2	0	5	1	1	0	2	0	1	0	2	0	0	0	0	0	0	3	10	10	6	0	0	0	2	1	0	14	0	0	0
"1127856"	3	4	2	4	1	2	4	11	5	8	10	1	1	2	5	15	3	2	1	0	0	10	7	1	0	1	3	8	1	5	0	1	1	3	0	7	0	0	0	8	5	1	5	1	1
"79712"	6	2	1	4	1	0	2	3	2	3	5	0	2	0	4	2	1	2	1	4	0	4	0	3	3	0	1	0	2	0	1	0	4	11	0	3	0	1	2	2	2	3	0	0	0
"4380559"	0	0	0	0	1	1	1	1	2	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	1	1	0	0	0	5	0	0	5	0	0
"928195"	0	0	4	6	2	0	2	5	2	2	13	0	0	0	4	0	0	10	0	2	0	19	0	2	4	1	1	4	0	15	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"4427332"	1	1	1	1	1	1	0	0	2	1	18	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	6	0	4	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0
"904994"	0	3	1	5	0	8	2	1	33	23	29	2	0	0	4	12	3	3	1	0	1	1	0	2	12	0	4	27	0	9	8	4	0	0	0	1	0	0	0	7	2	3	0	0	0
"1069478"	1	0	2	1	1	0	1	0	3	1	0	3	1	0	2	2	1	1	4	0	4	0	0	0	1	3	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	3	0	0	0
"235803"	2	1	2	1	2	1	1	1	0	3	1	1	1	0	0	2	0	0	3	0	0	1	1	1	3	0	3	1	0	2	0	4	3	0	4	1	0	0	0	0	2	1	0	0	0
"934094"	0	0	0	0	0	0	3	0	0	5	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	3	0	0	0	0	0
"3489297"	3	1	2	0	1	0	4	1	6	7	0	2	1	0	1	0	4	2	2	0	0	0	1	0	0	0	0	1	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0
"940662"	0	0	1	0	0	0	4	0	3	16	1	0	12	3	3	0	13	1	1	1	0	3	0	5	2	2	14	1	2	3	17	12	21	0	11	0	4	0	11	3	0	5	0	0	0
"1061713"	0	0	2	0	0	0	0	0	3	5	0	1	1	1	0	0	0	7	1	1	0	0	0	1	0	0	3	1	0	5	4	0	5	0	0	0	1	0	0	1	0	0	1	0	0
"120514"	0	0	0	0	0	0	13	0	4	19	0	0	2	0	0	0	2	11	7	0	1	2	0	3	1	2	1	1	0	0	2	0	2	0	1	0	0	0	2	0	0	10	0	0	0
"216224"	16	6	6	14	8	13	6	3	4	2	1	12	7	2	6	2	7	0	6	1	5	2	45	1	5	2	1	2	1	7	4	5	6	32	6	21	4	4	3	2	1	3	5	37	8
"807260"	1	2	7	0	0	0	3	1	3	0	0	2	2	1	2	0	3	2	8	0	0	1	0	3	3	0	2	4	0	2	5	2	4	2	0	1	0	0	3	3	0	3	0	0	0
"4469039"	12	3	21	1	19	0	2	2	2	2	1	6	9	2	2	0	8	5	5	4	4	6	0	4	4	2	1	1	5	3	0	7	5	12	9	1	2	2	0	8	0	2	0	0	0
"3893713"	5	5	6	5	0	0	1	0	3	0	1	4	1	0	0	2	1	6	2	0	0	8	0	0	5	0	0	3	3	11	2	2	2	3	0	0	0	0	0	6	0	0	2	0	0
"319655"	7	12	7	15	11	0	7	8	5	8	4	2	4	2	8	6	1	7	11	1	7	7	0	1	5	4	2	1	3	14	4	5	6	13	1	0	3	0	3	5	2	6	1	0	0
"209805"	1	1	1	1	0	0	1	0	0	1	3	0	1	0	2	3	0	3	0	0	0	0	0	1	2	2	4	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0
"993307"	4	0	8	2	5	0	2	0	1	1	0	3	4	2	2	0	2	3	5	1	0	1	0	0	0	1	1	0	1	2	0	0	2	0	0	0	1	0	3	1	0	3	0	0	0
"665602"	3	0	6	1	0	0	3	0	1	1	0	0	5	0	4	0	3	3	4	2	0	1	0	1	2	1	0	0	1	1	2	1	5	0	0	0	1	0	1	4	0	3	0	0	0
"1106926"	9	3	4	2	6	0	8	1	2	2	0	15	8	4	4	1	2	2	6	3	8	1	1	2	4	5	5	1	3	6	7	2	18	3	4	0	2	0	5	1	0	3	0	0	0
"566185"	4	7	5	0	4	0	10	0	12	8	1	0	11	3	1	1	9	7	7	2	1	0	8	8	3	1	32	4	7	12	8	4	1	9	0	6	1	0	2	5	0	6	0	1	0
"4307148"	3	4	4	0	5	0	3	1	1	0	0	0	0	0	0	1	1	2	4	0	1	2	0	0	2	0	3	2	2	1	0	2	0	10	4	0	1	1	0	9	0	2	0	0	0
"208621"	12	7	12	8	7	6	5	9	6	3	8	8	5	1	6	11	3	2	8	5	11	5	3	3	1	2	7	6	1	9	10	12	5	19	2	11	1	11	3	1	4	15	4	11	3
"770413"	0	5	2	1	0	0	1	1	3	1	3	1	3	2	1	0	1	0	2	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0
"655207"	8	0	5	4	8	2	4	0	5	2	0	9	5	3	5	0	12	13	8	5	1	6	4	0	3	2	10	2	2	13	4	1	1	12	4	6	2	3	5	8	0	6	0	16	0
"273690"	2	1	3	1	1	0	1	0	4	1	3	3	3	0	3	0	0	8	2	0	0	1	0	1	1	0	1	0	2	4	0	0	5	1	0	2	1	0	1	4	0	0	0	0	0
"4427791"	2	4	2	3	1	3	2	1	3	3	2	2	1	0	1	6	2	3	2	1	2	1	1	0	1	3	2	1	1	5	0	2	3	1	1	4	1	1	1	3	0	0	0	2	3
"591693"	6	0	3	0	0	0	1	0	0	2	0	9	6	1	7	0	10	9	21	0	0	0	2	0	3	5	0	0	0	0	0	0	9	0	0	0	0	0	0	16	0	20	0	0	0
"510276"	4	0	6	0	0	0	2	0	0	0	1	0	1	0	0	0	1	5	4	0	2	0	0	0	2	0	1	2	0	0	0	0	6	1	0	0	0	0	2	5	0	0	0	1	0
"2788507"	5	3	4	4	1	1	1	0	1	4	2	3	8	3	3	0	4	5	5	4	8	1	6	0	5	6	2	0	3	6	0	3	6	2	5	1	5	6	3	10	0	6	1	5	2
"267819"	4	0	2	0	3	1	0	1	0	0	2	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	1	0	3	0	10	0
"4366264"	23	0	14	1	16	0	1	0	1	4	1	13	14	5	9	0	8	3	12	6	11	6	8	2	4	9	1	0	7	5	2	11	15	32	8	1	10	0	10	12	0	19	0	5	0
"85331"	50	3	41	10	30	2	6	1	3	5	1	19	13	10	10	3	10	5	36	5	14	2	39	5	14	8	6	2	8	14	4	10	19	50	3	7	2	0	10	11	1	30	0	1	1
"512701"	4	3	1	5	5	10	6	3	6	2	3	2	0	4	1	4	0	1	1	4	3	1	2	0	3	1	2	3	3	1	4	4	2	11	1	3	1	2	3	1	1	0	1	6	2
"151011"	1	2	1	4	1	4	4	6	4	1	5	2	0	4	1	4	2	2	6	3	0	3	0	1	3	4	4	3	1	2	2	1	1	1	0	1	1	1	2	4	0	3	1	0	0
"986982"	0	5	2	3	3	0	2	0	1	2	0	2	2	2	0	1	2	2	1	1	0	3	0	0	2	0	0	0	0	0	1	0	0	3	0	1	0	2	0	0	0	0	0	0	0
"4433032"	1	1	0	2	6	2	1	2	0	1	2	0	1	0	0	3	0	0	1	0	0	0	0	3	1	0	0	1	0	5	1	2	0	4	1	0	0	0	2	1	0	0	0	1	0
"3276016"	1	2	0	3	4	0	0	2	3	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	2	0	2	0	0	2	0	0	4	0	0	0
"512552"	29	11	19	11	20	4	7	3	1	6	6	9	19	5	9	3	17	13	17	4	9	6	3	4	6	1	5	0	2	15	2	6	5	13	5	6	1	4	10	8	1	4	1	1	0
"279355"	4	2	0	2	1	0	2	1	3	1	2	1	0	1	3	0	1	3	1	0	10	3	0	1	2	0	0	1	1	3	3	0	0	1	1	1	1	0	0	3	0	4	0	0	0
"3863263"	1	3	1	1	1	1	1	1	0	0	0	0	1	0	0	5	0	7	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2
"1120320"	2	1	2	2	0	0	0	0	1	0	0	0	0	1	1	1	0	2	2	2	0	0	0	0	1	0	2	0	0	7	3	1	0	0	1	0	0	0	3	1	0	4	0	0	0
"4315090"	5	1	3	1	5	0	1	0	0	0	2	1	0	0	0	0	2	1	2	2	0	3	1	0	0	0	1	0	1	1	0	1	8	1	1	0	1	0	0	1	0	2	0	0	0
"864223"	2	1	1	5	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"4457312"	2	3	0	0	2	5	1	2	0	0	6	1	2	0	2	2	1	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	4	0	3	1	0	1	0	2	1	1
"3105433"	6	18	6	3	5	4	5	26	10	10	17	4	4	1	10	23	5	10	3	4	3	15	0	4	4	4	6	12	5	12	8	5	5	13	1	12	4	9	9	11	7	11	11	4	1
