#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
EF516456.1.1455	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__TRA3-20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ682059.1.1425	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Asticcacaulis	 D_6__uncultured bacterium
FJ004659.1.1356	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Subgroup 2	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ113207.1.1406	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Aminobacter	 Ambiguous_taxa
FPLS01059908.12.1521	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
FJ466237.1.1448	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
JQ801087.1.1533	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GU359100.1.1474	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JX133583.1.1504	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 Ambiguous_taxa
AJ863189.1.1467	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JN868968.1.1503	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__uncultured bacterium
KJ191791.1.1517	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured Acidobacteria bacterium
KF712691.1.1478	D_0__Bacteria	 D_1__Chloroflexi	 D_2__KD4-96	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AF466821.1.1533	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 Ambiguous_taxa
HQ119662.1.1427	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
FPLS01021518.24.1274	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Steroidobacterales	 D_4__Steroidobacteraceae	 D_5__uncultured	 D_6__metagenome
JN417541.1.1513	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__uncultured	 D_5__uncultured soil bacterium	 D_6__uncultured soil bacterium
FPLS01003727.9.1513	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__metagenome
KJ013356.1.1538	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__Gaiellaceae	 D_5__Gaiella	 D_6__uncultured bacterium
FPLS01037440.16.1551	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Polyangiaceae	 D_5__Aetherobacter	 Ambiguous_taxa
JX406270.1.1461	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
CU927036.1.1332	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Hyphomicrobiaceae	 D_5__Hyphomicrobium	 D_6__uncultured bacterium
EU335292.1.1451	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 Ambiguous_taxa
EU423873.1.1474	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
HM318930.1.1350	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__uncultured	 D_6__uncultured bacterium
JQ770028.1.1463	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Paracaedibacterales	 D_4__Paracaedibacteraceae	 D_5__Candidatus Captivus	 D_6__uncultured bacterium
LN569798.1.1322	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
KY190665.1.1479	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KU711973.1.1354	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Herbaspirillum	 D_6__Herbaspirillum sp. NIHHS043
HQ121014.1.1490	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 Ambiguous_taxa
EF018141.1.1356	D_0__Bacteria	 D_1__Chloroflexi	 D_2__AD3	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM445113.1.1351	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ849470.1.1487	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Paracaedibacterales	 D_4__Paracaedibacteraceae	 D_5__Candidatus Paracaedibacter	 D_6__uncultured bacterium
JF833841.1.1449	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Azospirillales	 D_4__Inquilinaceae	 D_5__Inquilinus	 D_6__uncultured alpha proteobacterium
HQ598440.1.1508	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
JN023174.1.1455	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__Granulicella	 D_6__uncultured bacterium
KY190364.1.1461	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
KJ540805.1.1465	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
EU881244.1.1466	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01054664.13.1531	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__metagenome
HQ597912.1.1472	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured Acidobacteria bacterium
HQ119095.1.1353	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Ktedonobacteria	 D_3__C0119	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01026678.16.1497	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__metagenome
JQ957843.1.1515	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01023575.1.1462	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__Anaerolineales	 D_4__Anaerolineaceae	 D_5__uncultured	 D_6__metagenome
HM996832.1.1404	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Devosiaceae	 D_5__Devosia	 Ambiguous_taxa
HQ118564.1.1489	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Bdellovibrionales	 D_4__Bdellovibrionaceae	 D_5__Bdellovibrio	 D_6__uncultured bacterium
LN560860.1.1323	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Devosiaceae	 D_5__Devosia	 D_6__uncultured bacterium
JN003109.1.1317	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__BD2-11 terrestrial group	 D_3__uncultured Gemmatimonadetes bacterium	 D_4__uncultured Gemmatimonadetes bacterium	 D_5__uncultured Gemmatimonadetes bacterium	 D_6__uncultured Gemmatimonadetes bacterium
JF175612.1.1302	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__uncultured bacterium
FR749720.1.1492	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
AY337519.1.1512	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Clostridiaceae 1	 D_5__Clostridium sensu stricto 1	 Ambiguous_taxa
FPLS01037210.16.1544	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__Gaiellaceae	 D_5__Gaiella	 Ambiguous_taxa
EU135417.1.1381	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__S-BQ2-57 soil group	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KP214596.1.1252	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Pseudomonadales	 D_4__Moraxellaceae	 D_5__Acinetobacter	 D_6__Acinetobacter calcoaceticus
AY913236.1.1446	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Elsterales	 D_4__uncultured	 D_5__uncultured forest soil bacterium	 D_6__uncultured forest soil bacterium
JQ861281.1.1538	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured Verrucomicrobia bacterium	 D_6__uncultured Verrucomicrobia bacterium
GQ264267.1.1472	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Candidatus Udaeobacter	 Ambiguous_taxa
KJ842101.1.1460	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Ureibacillus	 Ambiguous_taxa
EU132520.1.1415	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01057993.10.1476	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__uncultured	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EU937949.1.1533	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01002348.15.1518	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Microscillaceae	 D_5__uncultured	 D_6__metagenome
AB240474.1.1473	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__Anaerolineales	 D_4__Anaerolineaceae	 D_5__uncultured	 Ambiguous_taxa
U83909.404.1948	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptosporangiales	 D_4__Thermomonosporaceae	 D_5__Thermobispora	 Ambiguous_taxa
FPLL01008117.10.1481	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 D_5__Rhodovastum	 D_6__metagenome
FPLS01016362.21.1527	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Ferruginibacter	 Ambiguous_taxa
AB487935.1.1380	D_0__Bacteria	 D_1__Elusimicrobia	 D_2__Lineage IIa	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01005941.10.1470	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__KF-JG30-B3	 D_5__metagenome	 D_6__metagenome
EU135395.1.1310	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Saccharimonadia	 D_3__Saccharimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JN023710.1.1452	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__Granulicella	 D_6__uncultured bacterium
GQ889431.1.1374	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 Ambiguous_taxa
KX753080.1.1455	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Chloroflexia	 D_3__Thermomicrobiales	 D_4__JG30-KF-CM45	 Ambiguous_taxa	 Ambiguous_taxa
FJ535114.1.1446	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Devosiaceae	 D_5__Devosia	 D_6__uncultured alpha proteobacterium
JN607065.1.1367	D_0__Bacteria	 D_1__Planctomycetes	 D_2__OM190	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLL01008473.13.1516	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Niastella	 Ambiguous_taxa
EF540853.1.1379	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__Sphingomonas paucimobilis
KP899144.1.1368	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Micrococcaceae	 D_5__Renibacterium	 Ambiguous_taxa
EF503697.1.900	D_0__Archaea	 D_1__Thaumarchaeota	 D_2__Nitrososphaeria	 D_3__Nitrososphaerales	 D_4__Nitrososphaeraceae	 D_5__Candidatus Nitrososphaera	 D_6__uncultured archaeon
JF706661.1.1449	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__uncultured	 D_4__uncultured actinobacterium	 D_5__uncultured actinobacterium	 D_6__uncultured actinobacterium
AY160868.1.1309	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Variovorax	 D_6__uncultured bacterium
KC854941.1.1470	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__Bacteroidetes bacterium WF73
HM262158.1.1324	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__Caldilineales	 D_4__Caldilineaceae	 D_5__uncultured	 D_6__uncultured bacterium
LN567641.1.1387	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF516312.1.1477	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Polyangiaceae	 D_5__Pajaroellobacter	 D_6__uncultured bacterium
KP728227.1.1516	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KF037881.1.1472	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 Ambiguous_taxa
KF071127.1.1349	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured bacterium
FPLS01051958.10.1539	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__metagenome
KF836204.1.1487	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 5	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
HQ118221.1.1506	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Caenimonas	 Ambiguous_taxa
FPLS01033084.2.1335	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__AKYH767	 D_5__metagenome	 D_6__metagenome
FPLS01033006.16.1516	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Paludisphaera	 Ambiguous_taxa
EU132895.1.1242	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU119219.1.1481	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micromonosporales	 D_4__Micromonosporaceae	 D_5__Micromonospora	 D_6__Micromonospora sp. HBUM 49435
FPLS01025164.13.1512	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
EU132438.1.1396	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
EU132102.1.1326	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Subgroup 7	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AB672221.1.1426	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
HQ118429.1.1486	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 Ambiguous_taxa
EU881356.1.1485	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
EU133674.1.1388	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Mucilaginibacter	 D_6__uncultured bacterium
DQ660865.1.1325	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 D_5__uncultured	 D_6__uncultured bacterium
EF018595.1.1360	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Frankiales	 D_4__Frankiaceae	 D_5__Jatrophihabitans	 D_6__uncultured Frankiaceae bacterium
AB745450.1.1523	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Ammoniibacillus	 Ambiguous_taxa
FPLS01001236.12.1532	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__mle1-7	 Ambiguous_taxa
GQ397007.1.1469	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Chloroflexia	 D_3__Thermomicrobiales	 D_4__JG30-KF-CM45	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01059848.2.1383	D_0__Bacteria	 D_1__Chlamydiae	 D_2__Chlamydiae	 D_3__Chlamydiales	 D_4__Parachlamydiaceae	 D_5__metagenome	 D_6__metagenome
EF018858.1.1332	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF019478.1.1389	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLL01004753.10.1473	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Pseudolabrys	 Ambiguous_taxa
AB672190.1.1424	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured bacterium
HQ118319.1.1523	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__MSB-4B10	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JX505426.1.1478	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 Ambiguous_taxa	 Ambiguous_taxa
LN880481.1.1387	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Saccharimonadia	 D_3__Saccharimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AY921847.1.1377	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__OLB17	 Ambiguous_taxa
AB608680.1.1451	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Noviherbaspirillum	 D_6__uncultured bacterium
FPLS01040563.21.1506	D_0__Bacteria	 D_1__Cyanobacteria	 D_2__Melainabacteria	 D_3__Vampirovibrionales	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
AJ318167.1.1489	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Variovorax	 D_6__uncultured bacterium
FPLL01003875.16.1549	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
HQ119426.1.1527	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ202666.1.1265	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 D_6__Streptomyces sp. K4 TET
GQ402808.1.1475	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
DQ026510.1.1466	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Pseudomonadales	 D_4__Moraxellaceae	 D_5__uncultured	 D_6__Photorhabdus luminescens
FJ625344.1.1537	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__uncultured	 D_6__uncultured bacterium
EU677394.1.1470	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__67-14	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU134734.1.1348	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
DQ248246.1.1448	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__uncultured	 D_6__uncultured soil bacterium
EF019446.1.1363	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
EF018518.1.1360	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__A0839	 D_5__uncultured proteobacterium	 D_6__uncultured proteobacterium
KC541429.1.1521	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 Ambiguous_taxa
GQ379599.1.1262	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
KF719301.1.1500	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 Ambiguous_taxa
