#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
X81044.1.1377	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Beijerinckiaceae	 D_5__Bosea	 D_6__Bosea thiooxidans
FJ625343.1.1541	D_0__Bacteria	 D_1__Elusimicrobia	 D_2__Lineage IIa	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU180537.1.1442	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01042139.11.1536	D_0__Bacteria	 D_1__Dependentiae	 D_2__Babeliae	 D_3__Babeliales	 D_4__Vermiphilaceae	 Ambiguous_taxa	 Ambiguous_taxa
EF018594.1.1400	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Bdellovibrionales	 D_4__Bdellovibrionaceae	 D_5__Bdellovibrio	 D_6__uncultured bacterium
JN679170.1.1481	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Armatimonadia	 D_3__Armatimonadales	 D_4__Armatimonadaceae	 D_5__Armatimonas	 D_6__uncultured beta proteobacterium
EF020021.1.1381	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__uncultured	 D_6__uncultured proteobacterium
JX095160.1.1399	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Ruminococcaceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ119645.1.1510	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__MND1	 Ambiguous_taxa
KM200491.1.1513	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured planctomycete
AF507679.1.1498	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Ktedonobacteria	 D_3__C0119	 D_4__uncultured soil bacterium	 D_5__uncultured soil bacterium	 D_6__uncultured soil bacterium
KX507733.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 Ambiguous_taxa
FPLS01031706.18.1538	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__uncultured	 D_5__metagenome	 D_6__metagenome
JN377655.1.1447	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 Ambiguous_taxa
FPLS01024163.25.1488	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Rhodoplanes	 D_6__metagenome
EF558974.1.1489	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Thermoanaerobacterales	 D_4__Thermoanaerobacteraceae	 D_5__Syntrophaceticus	 D_6__uncultured bacterium
KJ410550.1.1339	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Subgroup 2	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
KF601893.1.1545	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 Ambiguous_taxa
FPLS01007650.11.1476	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Labraceae	 D_5__Labrys	 D_6__metagenome
KY266795.1.1266	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__bacterium
FPLS01007786.11.1511	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__metagenome	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
GU222245.1.1430	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Simplicispira	 D_6__uncultured bacterium
FR720632.1.1441	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ119695.1.1517	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Bacillus	 Ambiguous_taxa
KM253005.1.1384	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Luteibacter	 D_6__Luteibacter sp. DR 2-14
JN615931.1.1378	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AJ519658.1.1283	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured gamma proteobacterium
AJ863256.1.1454	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Flaviaesturariibacter	 D_6__uncultured bacterium
JN616190.1.1364	D_0__Bacteria	 D_1__Dependentiae	 D_2__Babeliae	 D_3__Babeliales	 D_4__Vermiphilaceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AB486712.1.1368	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__uncultured bacterium
LJOV01000685.1.1428	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingorhabdus	 D_6__Anabaena sp. MDT14b
LC122020.1.1473	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Fimbriimonadia	 D_3__Fimbriimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
LN572458.1.1327	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__uncultured	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ166689.1.1481	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ157982.1.1427	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 Ambiguous_taxa
AB608672.1.1453	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 D_6__uncultured bacterium
HM129377.1.1447	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Ferruginibacter	 D_6__uncultured bacterium
FPLS01062206.8.1533	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Verrucomicrobiales	 D_4__Verrucomicrobiaceae	 D_5__uncultured	 Ambiguous_taxa
EF019223.1.1327	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Parcubacteria	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JN615894.1.1376	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JN417583.1.1527	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__TRA3-20	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01051970.10.1490	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__metagenome
EU335261.1.1517	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 D_6__uncultured bacterium
EU332802.1.1496	D_0__Bacteria	 D_1__Dependentiae	 D_2__Babeliae	 D_3__Babeliales	 D_4__Babeliaceae	 Ambiguous_taxa	 Ambiguous_taxa
JOFJ01000044.3562.5002	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptosporangiales	 D_4__Thermomonosporaceae	 D_5__Spirillospora	 Ambiguous_taxa
AUNQ01000133.924.2421	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__JGI 0001001-H03	 D_6__Acidobacteria bacterium JGI 0001001-H03
KJ185037.1.1451	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 Ambiguous_taxa	 Ambiguous_taxa
GQ263987.1.1456	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
LFZV01000001.3852991.3854551	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Bacillus	 Ambiguous_taxa
HQ385613.1.1405	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Gammaproteobacteria Incertae Sedis	 D_4__Unknown Family	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ660532.1.1496	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Rhodocyclaceae	 D_5__Dechloromonas	 D_6__uncultured bacterium
FPLS01049612.6.1502	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Nocardioides	 Ambiguous_taxa
JN379417.1.1369	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Burkholderia-Caballeronia-Paraburkholderia	 D_6__uncultured Burkholderia sp.
JQ771991.1.1355	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Rhodoplanes	 D_6__uncultured Rhizobiales bacterium
JF222431.1.1351	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
JF220680.1.1364	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__Schlesneriaceae	 D_5__Planctopirus	 D_6__uncultured bacterium
AB696156.1.1477	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Thermoanaerobaculia	 D_3__Thermoanaerobaculales	 D_4__Thermoanaerobaculaceae	 D_5__Subgroup 10	 D_6__uncultured bacterium
FPLS01021957.19.1521	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__KD3-93	 Ambiguous_taxa	 Ambiguous_taxa
JN023995.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Dokdonella	 D_6__uncultured bacterium
AF523037.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Hydrogenophaga	 Ambiguous_taxa
JF327785.1.1533	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Cohnella	 Ambiguous_taxa
JQ738736.1.1531	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__uncultured	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF516074.1.1487	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Candidatus Udaeobacter	 D_6__uncultured bacterium
FJ479050.1.1520	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 D_6__uncultured bacterium
FPLS01053107.15.1484	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Reyranellales	 D_4__Reyranellaceae	 D_5__Reyranella	 Ambiguous_taxa
LN870758.1.1414	D_0__Bacteria	 D_1__Omnitrophicaeota	 D_2__Omnitrophia	 D_3__Omnitrophales	 D_4__Omnitrophaceae	 D_5__Candidatus Omnitrophus	 D_6__uncultured bacterium
JF267700.1.1490	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured bacterium
KP899200.1.1341	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Mucilaginibacter	 D_6__Mucilaginibacter sp. M0-13
KF515268.1.1509	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 Ambiguous_taxa
AY963340.1.1471	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 D_6__uncultured bacterium
HQ397542.1.1501	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Gammaproteobacteria Incertae Sedis	 D_4__Unknown Family	 D_5__Acidibacter	 D_6__uncultured bacterium
EU335153.1.1510	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 Ambiguous_taxa
JF715461.1.1353	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Pedobacter	 D_6__Pedobacter sp. IMCC12928
FJ624899.1.1471	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__uncultured	 Ambiguous_taxa
KY287271.1.1496	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01045382.9.1470	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Devosiaceae	 D_5__uncultured	 Ambiguous_taxa
AOSK01000116.14522.15985	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhodobacterales	 D_4__Rhodobacteraceae	 D_5__Rubellimicrobium	 Ambiguous_taxa
LN569961.1.1312	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__Micropepsis	 D_6__uncultured bacterium
GQ397072.1.1463	D_0__Bacteria	 D_1__Chloroflexi	 D_2__KD4-96	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01002389.29.1540	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__CPla-3 termite group	 D_5__metagenome	 D_6__metagenome
FR687490.1.1475	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KU740046.1.1222	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Phenylobacterium	 D_6__uncultured bacterium
HM332419.1.1346	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
GU208297.1.1466	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
FR667403.1.1274	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Phycisphaerales	 D_4__Phycisphaeraceae	 D_5__SM1A02	 D_6__uncultured bacterium
KC466283.1.1487	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
DQ058683.1.1536	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KC921193.1.1408	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Desulfarculales	 D_4__Desulfarculaceae	 D_5__uncultured	 D_6__delta proteobacterium WX81
AY297806.1.1497	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Opitutales	 D_4__Opitutaceae	 D_5__Opitutus	 Ambiguous_taxa
HQ118528.1.1525	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 Ambiguous_taxa	 Ambiguous_taxa
KR560035.1.1435	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Elsterales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AF060676.1.1515	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Kineosporiales	 D_4__Kineosporiaceae	 D_5__Kineococcus	 Ambiguous_taxa
KR184346.1.1348	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Frankiales	 D_4__Geodermatophilaceae	 D_5__Geodermatophilus	 Ambiguous_taxa
JN409199.1.1440	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__IMCC26256	 D_4__uncultured actinobacterium	 D_5__uncultured actinobacterium	 D_6__uncultured actinobacterium
JF833675.1.1458	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured Gemmatimonas sp.
EU135251.1.1375	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
KC172367.1.1371	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__CWT CU03-E12	 D_5__uncultured Bacteroidetes bacterium	 D_6__uncultured Bacteroidetes bacterium
KC554402.1.1529	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micromonosporales	 D_4__Micromonosporaceae	 D_5__Actinoplanes	 D_6__uncultured bacterium
FN436067.1.1490	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Ruminococcaceae	 D_5__Ruminiclostridium 1	 D_6__uncultured bacterium
FJNX01000008.3706.5204	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 Ambiguous_taxa
JN217083.1.1498	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 D_6__uncultured Terrimonas sp.
JN245761.1.1430	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Hyphomonadaceae	 D_5__SWB02	 D_6__uncultured bacterium
LN564828.1.1344	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__Tepidisphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU135474.1.1403	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__ADurb.Bin063-1	 D_6__uncultured bacterium
KC172346.1.1486	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 Ambiguous_taxa
LN569990.1.1318	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhodospirillales	 D_4__Magnetospiraceae	 D_5__uncultured	 D_6__uncultured bacterium
JQ639051.1.1463	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Microbacteriaceae	 D_5__Naasia	 Ambiguous_taxa
JF266552.1.1341	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__Stenotrophobacter	 D_6__uncultured bacterium
AY879297.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Rhodocyclaceae	 D_5__Denitratisoma	 Ambiguous_taxa
JF135933.1.1370	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KP182159.1.1470	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Burkholderia-Caballeronia-Paraburkholderia	 D_6__Burkholderia sp. LB-1
JX105705.1.1502	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Legionellales	 D_4__Legionellaceae	 D_5__Legionella	 D_6__uncultured bacterium
JONR01000049.14217.15722	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Salinisphaerales	 D_4__Solimonadaceae	 D_5__Nevskia	 Ambiguous_taxa
LN563617.1.1323	D_0__Bacteria	 D_1__Chloroflexi	 D_2__OLB14	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JF221064.1.1308	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Hyphomicrobiaceae	 D_5__Hyphomicrobium	 D_6__uncultured bacterium
HQ597897.1.1507	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
EU132891.1.1299	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 D_6__uncultured bacterium
GU727715.1.1465	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 Ambiguous_taxa
EU134144.1.1341	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__SBR1031	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
CAHG01000018.3462.4958	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Aeromicrobium	 Ambiguous_taxa
FPLL01001471.16.1486	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__uncultured	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
JN023522.1.1478	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured bacterium
AATN01001290.251.1721	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Reyranellales	 D_4__Reyranellaceae	 D_5__Reyranella	 D_6__metagenome
HQ119800.1.1460	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhodospirillales	 D_4__Rhodospirillaceae	 D_5__uncultured	 Ambiguous_taxa
AY963403.1.1426	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU132905.1.1361	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__Gaiellaceae	 D_5__Gaiella	 D_6__uncultured bacterium
AJ315072.1.1480	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
JX898172.1.1525	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__A21b	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF516779.1.1442	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KF712785.1.1499	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Subgroup 7	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM187283.1.1511	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Pla4 lineage	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
LN563821.1.1379	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ375496.1.1483	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 D_6__uncultured bacterium
EF019081.1.1331	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
